,.gexf,.gml,.graphml,.llm4tg
114XMakEEMnhCtBH48F3hm5PY9E9WpQURt,576422,349253,494977,94115
122u5X1r3rXkCbY9D5p56sLtjftCcKCbU8,792620,504941,711670,145362
34Fcq6yYtZXoMix475tymhdB7fBDxmgf98,799920,505511,716461,143229
34MgwH9CXKvCiwez3TdcZaA6nj33MTnF2S,792917,505477,710741,146936
32eV9eqVhkTKCkGfbv8itGH2fSyiygohCa,979199,617242,872580,154511
112W887XnRn4Cs14gPR9vAhFnAtq4YGcc6,806885,495281,701983,138223
bc1qahmh80ljj2ltl5cjg2z58vdghj4483tltzmkfz,801625,510367,716711,147680
128L3mCuMBbZE21oJEBtgCMMX8ECH2dTVo,815085,487055,692271,129798
bc1qahhvksjge84uek98l5kkmav9rdc03cdu23xdpm,792045,504049,711171,146938
113JHmkfYtJcT1d24gT3xpJ92WkokKCFL1,790119,503103,713363,145900
122mApkTyvGJhitPNJL7f1GqCmiU67Qc5W,812055,492298,698843,135050
113F251d9MsYrBiTZvaUUsU479HDR9UUNu,810933,493231,698696,135847
13bSv7yohKnQAtg1ei3Ew2zevGasvLqner,814958,489173,695301,131801
bc1qahy663zwpznmhs2f2wr7pjwzx4rdc0w8l4cqtr,790017,503380,707410,146939
13KYwzgbCMCZxazC9Vax5NSx1bfXQ9i5g2,806784,494213,697593,136762
13FP5ZcWvoENKRBmeQLV1m8ets19FkV5pE,786172,500127,705730,146803
125eeiCJBVxrTqciSAAnrFfg5CWmp2qLLR,794952,501363,712126,145507
33PP8bWg5aBLrqTnVvjTVnn5zBZaMg3vZ7,33097,20581,29610,6068
326e8eSLZSpwSkyXNXizn7UXVsiiQHk814,945486,597368,843773,153149
32eZSWnfv4gxAKWMAUcsHg1KSn8MZXmGwu,988341,622676,880323,154932
18hwDFF3sSEv5dMJZL1GfhegxD3U13rR57,794534,505317,706352,146856
31kTkFZZ9ZJeaXXH31Q1ePF1Ufq4DfG7Zr,797424,498876,704880,142061
31oy3Lt6F3F1xbeH9Z1hbTNtzSemnSLDa2,990077,623702,881813,154988
114QX7ErwdQzufuUNAC2LfB6sTzAtrUMRY,813531,492095,698828,134431
349fXn7DXHPSMzQDhqUN37ohN8Vry2yboa,811601,487503,692037,131312
bc1qah4pl5r7jx86yqgyvxctrc7knxr2ll84dtaj8l,942239,594557,842105,151987
18HWqRgW9NfwYKZNgZFK3Wgvo5aFE5sVvs,793788,504060,704587,145352
31wtmuXWgZqncLWzbDjGGxgmy4zMxnaqV5,977764,616383,871259,154450
1268twTaqhxNAP7zH76vKffdgArUj527oM,794487,503424,713058,144461
12a6a1DtbpgsBr5q5YCNXqntpuf2NVK48A,353288,216477,310220,62368
13qkTzKWVTQxs9CtMcP3eFQmVvLZ3Phqzs,788131,501862,706616,147862
34LtiB3fMaKoXGPJLSBB9Vfm5rvGTeyxNz,795058,490511,682425,137127
1Je5Eb8D3X9css2GSu7EV1b2bwUYAaGgUc,938722,591435,835819,151903
31zywEEBwchaWioqcek7AuVVE1ckGZk64p,981232,618402,874155,154579
1DrhGgf3DBH6csGzgtuR57N2ariYRnjBB3,815540,488083,693015,130983
34o9bXT1ia5v7vPJ159uKuTX9Ftr7wsY2u,794547,504036,706975,144698
126fwfmYnVvS9fvrydgKbeyGXfBeu74TE9,806647,485761,688979,133529
321tid2k4LNGK2PX47o5yLqoK35sX9iCWa,978034,616575,871575,154419
113eHSVZ55qtpVwsrzAjDykNMKLtTFdzRd,812847,491867,696861,134417
35T3V1qbGqaThJWKdzeT9xQwks8b34NdUW,793500,505715,709106,146444
32gf3HMN74DsNN4xrjLJiC9bJVGrBp8Qp7,982351,618960,874912,154603
1238rBCYbdADSvVuKJWnXzoFbRT4fpE1xV,803914,506676,714354,146003
1BSWMBaXza7Y4UjNSHDigrVjDeJCq1USBp,796040,500289,704129,144252
bc1qa9wmhpndyr9uw52ll6kx2tustvn505ml07plln,804719,495500,703481,138344
bc1q4vx8hr99te6klkg75696cuns0lxn85l22la0sp,796207,504918,708574,144707
3257hsBcwuTm5bAYWHgeaFmgaCf5DaAj3m,987390,621598,878864,154594
1FztqdX9mbP8Z6QJ2wntmV1cxjBTKLadkL,799247,498203,703493,141208
12qPaktiGjpCTtW9qT8s3VoehX9gvakcaW,792245,506282,709525,147173
18huRYbj5tVrAU5mGJGNTScp6iHJCSyGA1,790166,502360,700585,146979
18hXK3RBBjKRscEfi3qGBCVM2eqnahjC6b,815911,487413,692738,131010
124ammpAcKsx2bw8GtvBV6MwaxMjPHQwad,790913,504021,713165,146504
34h15ByBcg5dLapF3LEtRgFvBmMeyAEoan,791686,503165,710148,146962
18hZhXNFxbkhiJytnpRJHDtgSmYMLmsrAx,989366,622921,887561,155412
1EQYMsAjmmGvfNEeEwPswNJ1BaaPBGNn6X,798484,498975,703757,142559
34LUSYEEhFrxP3petwsdCjNxyUmwX8m2XZ,793356,507305,712738,146156
31v9z1Anp3qHyJ9P1afAycsiScxuoAWPRk,984709,620511,877216,154768
123YXWgrt8VA3VEZa2nKJ9fszndMTEkgwc,848716,539937,760569,148394
bc1qajs7qch5ve7mxz70fk8g9prpsjuwp57npkgemf,967911,609810,867219,152922
18HYeUPygUjzYM6Q3tL8Lc7PNAKTCBBEyW,989482,623005,887672,155411
32Cou7JP4J61nDKSfbZKW1DjwgjZgaxD5P,975148,614787,868899,154313
114raM5ZidLMu6uNWATiW4Gdy6Z8iy5ayf,792645,504699,712189,146141
32KF7GZrPPGwULdPCEAuvnMd4nG4zQ4vdy,988834,622917,880723,154905
31sRbM29JDFq2TqGsVfVoNA6f6HLqGoXx9,981465,618605,874685,154644
127YRBT2AaGpNSBDKofZwshZrVUyzk7EQU,807770,493984,701880,137172
11RmWtds32bn6SLFxgNv1i2LwoyvCTsQN,813941,491491,697616,134070
bc1qajcdcs4jf7wnf85w9jw8c758rjkd83nxamzl9m,795702,504955,711370,146745
126ENznymQPNaNtSbzcymchUAY9CULjGws,528546,315031,448778,83329
bc1q865eq83aujqtx47lpz9d92dmxmfp5s50uujcyh,911216,563794,793302,141609
329Etf8LZ1eHWurAAneiTgVbAGyrnWPsgg,983756,619933,876310,154712
32cLgL7iHAhZSTV9cpW28CsUbPjpTsqtSF,987435,622148,879584,154894
18hTMuwZtz5uu2xBQXStABZk5f2Xf3LLnm,938323,585005,825033,147831
128uDU5qkgCEM452WqbDw7Hzfvy3igfiKr,795971,484606,687651,134786
bc1qaj0eh50e0lz2xrssct5255wcj0regckvvj325c,790306,503169,705064,147034
bc1q6m3gz37l7za82eqlej4va533psx6f74hu3wvqw,796305,504257,709175,144581
345tsTrehHuwYayPj3THMveegR3hL9S9Fc,792278,505787,714354,146883
35QYd3qS1UJconkkMmVMGehAFk2f4hUtuG,786516,500285,696281,145828
31hS4ApEjk3Y6UKWnsK7nz3etGULU626SY,989693,623473,881492,154978
12BjmSybMA1xBPA6MmCLAaKE5md8zp7Jk4,817300,487554,692764,129544
bc1q6jpgdd3d997v20xcq3xgn5wf7aqqqkz6ysujz7,792800,507146,706340,148811
128F9AzJHtdYE4vPL81dsKVyZTTtEU7WXz,812477,493915,700460,135822
18Hx4Kx3M4PHQVwZqpDafkBvo2Q89GBrgp,793866,490871,682219,137309
133aDxQWDMeWxpFdbxJAEWKq69xdCHyncJ,963029,607312,855609,153968
34m1snUwwpE8QDiFkBdmC7JbSyqT19xC5X,799776,500147,704927,142034
1GbTvmJPJb93b1jxNLCKJp86nFHsbNVHfi,813510,486795,691095,130750
114VYyzTtH6PQGXaMjajQjQJQ7W6ViKGMX,923324,581608,815569,151434
bc1qrkhp50tu5x30k7hndkedgv45tdcphfwkm50925,297041,185696,264044,48974
bc1qajudplnvaehmdklc826hzlmjwtpgz70kjjr2zq,787444,501061,711181,145642
18hU6rowybL9UwEuhCuKR7uRB6spfzP9Gv,974810,612812,863847,153082
32C7jJX8AXWdrPayGTSTspyiRxa7t4FWYN,973438,613785,867633,154246
127AL4war8PJkxAZKJZ6A6Zmia9jZqVSy2,797887,501981,710111,145994
1DJHryFRoSjGPFMmuWEkiPUzLrzfaGKx2N,811932,487386,692082,131940
18hZxVNCQVFcTuWpLakMz43AVfkBrEtdXR,988028,622150,886463,155353
bc1q3j03cqprkrk0ccug7vwge73yy6wws3xpvat7k5,800950,505460,708638,144153
18hZTCQVs986bHm4VAJiuUpBBes7EP4jDa,812954,486969,690653,131383
128gxinGiARsMMxgjXbaV9sPY4Mf99jZri,807586,493987,700378,137210
126jiwYnDt8BVs8xX49Z1FdVjx4yP9fivJ,810158,493791,700054,136493
121ymtiorxoZuUNAoVpEdj2U8bv6DCimke,797768,500071,710330,143144
bc1qahj4cnu98nr0kk5nmn8vf5q54c9m2xv6tv9wmw,790551,504117,710026,147439
bc1q6q7tf8d72kjctjxvmr2qmm39xkvdyauj462ltw,797127,504879,706027,144496
32epdu6YCxdaeS3MEX6qVtfW3CbyAz3cTR,987977,622421,880008,154893
18HuTH5gtsgchRMTPVX632UANKfzzywntr,794907,504086,711191,145179
31khpgeGMRRofeQKqCkP4k2jVfj9VXTzuo,989393,623263,881198,154942
33Kd744BZZ3hQwyWDbKX313RBXS1oEY54G,797809,504032,704639,142822
31kukoPs3LGpbupmiBBgPYsDbpko2ECnU8,798680,498585,703660,142100
34m656evzZC8oLBMT27Ja5bGXoNQhwXSWV,793483,506379,710143,145625
123pfcw6nEfo1JAMu4Enm9JsXyVu8vXZRj,823738,522027,738181,147510
31usMfYwUPVbP88vBJp3kmN8MuhZhc5d58,983570,618946,875111,154200
bc1qajvcum0llgjyv4kjdac7ahnvzszcd7tsru0rqd,948416,597636,843629,152235
1AXTqWYz1Bd3LZnq1Zf9vsgFBpqrKkHopx,795053,508439,720330,148380
124KfAntJ267toKPhgtWBVNUYs5PhkYf4A,790398,503664,713727,145944
123g1o1X6Rgurs3cg7SKKzxB92E2gPhS6B,804282,494785,703565,138006
18hudMHzgpTo3gJmoCqw6uH4qP2RKMJPRK,943727,587817,831629,147399
123ak4oERMyFbEiQWm2NKiHYXMonSHhyeG,802621,496461,704572,139787
127ahGWChN6qFgGj4zBsDSwbQCThmJa256,791525,504033,712333,146005
34mkBJF8BE19oAKaegwSfb9qV332ayAim2,813964,483663,689050,129409
125sm9MhYJU5N7HimEgpLoStGNgfpcvc2S,791379,504681,714351,146376
1Eg3edWpejNojUYagpZqHPAFRnCFNfYmJf,791386,504787,708310,147460
1154z8fU78fnQSGuXavTn75TnJNtVB51Ux,789109,502052,711590,145873
165n8AYhZFqLR5b9VVdZkLZ7jYugwQAzYM,790387,504129,714155,147247
31xcdKVsfFib3nzZDjHFub9d9hvEi83cv9,984697,620514,877218,154770
bc1q5v6svn8m5vyy2fpz44mq9z9msexq7svd9y55qn,796396,504044,706697,144524
113sUvQfdXtgy4f3KSpb74nEMVXB4sCadA,793896,500105,709387,144513
11TnFCrDxQ9YQkWgrcb4hWYo2igLEh8GC,446603,265487,377971,69716
18HXPujEone5YAsgnYAKfpTvVzu6Q71bFw,800732,497842,698486,139903
121YfYeJDw78fAoAg4ciagkpRJ2BgYxdqS,795365,501889,712851,144988
125Ap1nBsVHEaoECPdpV3eJd3JKsnExQYr,793121,500353,707925,143668
1F7nrA155zpR4adn567UQ6UFj4gwJprPUR,813175,488786,692841,131848
31wmwkFztW4pgL4bV64aJJKwE4FQ9ZkGPn,979124,617158,872398,154451
121dKmJ1bJfBgx2FFf9aE3UAyVoKzXRFkr,792327,502351,709068,145773
1HNXsLmW8CDT6vswUHBTYNvijk1peiPRpA,804294,493796,698530,137952
126dbq5ffNmPk4aNWz3bfNaDy8qTGDUkh6,798574,499086,707867,143113
18HuUG9SrJwh73N42bL8vksTw6N748Dcga,800384,500151,705880,140943
115TMzht6sXTCirFEQTsCswB9AmfHCkVRv,806143,493977,701170,137494
31wgrtF7vXbAcHaSHDqbqzpTU89tbbr5g8,988456,622533,880152,154806
bc1qcygs9dl4pqw6atc4yqudrzd76p3r9cp6xp2kny,793518,491448,693442,138779
1KwoZ5tkh8Kkx3mgemE8a7KZM39tXQUzny,793046,503153,708470,146963
34Mhp9tPiWQsCd45WXsTAZkf5wTuXGtjWE,814382,484351,688268,129653
bc1qajs3dlujkngfanuxajj7y6kquzvlue26cdlsw9,792976,504690,710878,146047
112pmnty63697qitCfdJdYLJLuj769mkRy,791854,503445,712105,145558
112FaxVX9NSLK5yu4NZEhqyy17TJEdN4im,792854,506308,714787,146211
122xuaAKMHg7qQ9Guz1z3yea4aevLjdCtT,647266,390917,556343,105582
bc1qr6t8xn8pculrec5yuz8hw7e39wjc7kchax35yt,948813,594018,833178,150007
34zGgHkWgvwiVVibdXoqzZeddU2BBwf6Ry,797083,503726,706948,143971
126PCpv63yoeB6wsoJjNNMKyE1CCGaEc5m,803245,496486,705309,139775
19gwixXswJ2QsgbrNKZfJpkXjk1sfHZ2WU,794259,501539,707662,145176
bc1q4h42trfpvklt0gew664l9u6h2jv6e2u3lm84t4,799757,502577,703439,141995
bc1q806laq7wff6gd9z6s5vqfpyhtnqd4qf0kq35qp,798450,505016,708818,144175
32Mr2LcTBgxteq7beyfLEb5shPBk4FoMgM,795178,505002,709566,145115
bc1qaj9wleglg2flsk9sljq3hhgrw5mg58vmxrc8mq,788784,501607,706472,147357
bc1qahmq222pr0da562xnu2cr2ma5f2gdamyraazwg,792186,503353,711537,145334
bc1qajtsxw5xcn50xnz7r80f5r2d9dgkpkctcwpf9m,987870,622369,883076,154330
bc1qah6uwl4r6ql79dqjjm2pf5dkyzwq0ksdnw8m5a,801211,509129,716156,146575
124w25ZuXiVVC23MU3yS2CTkMjQzs4iBLt,802370,495927,702615,137812
34Lsy5FNgfUcxpCVo9EZ4xrtaWNWe7DSKq,791737,504774,709659,145534
329rp5gBSitFUgSD9QMo1s16GiFsBeHCkt,984968,620674,877688,154749
32fDjK9KBCCHcD1K5Jcrxzs3yvGAh3HcFu,986293,621492,878597,154849
123RkNYLnWpfmsVW1AKwHE4sQ9eNEYqav3,801698,497458,706475,140473
18HwnH1Xx9YkJ7fH7ScyxjfzKt77uahWW1,791321,505513,708334,146399
1ds9KWzrRFpmXrs7hqYcjxVC2qBQ76vak,802018,496364,701955,139551
18hY2GwtaQgcnv9amSHwWBbCgRuhdz9gjG,989448,622976,887635,155414
31yrgnWzsjrXrG54bMb4MPrWk5otWDfETk,989195,623038,880885,154878
35jX3VWjF5JnccyfV8eM92NTD4pKq58SMr,791961,505707,713066,146657
18Hx9X3U2gDccGpSdHGfBqGsxvaHnjYuhu,989447,622975,887626,155414
bc1qahg3p8n5asws6jxcntg0y95dhs2jr70kqz6zk0,794575,505293,710991,145250
bc1q9g52wp96ndzma850jl2ncummwsxzrj0alwd6js,813376,491600,695667,134030
128YiEJX2tjxmFCvbuqLJnVkdVcLvjZVGc,791468,504114,712756,145917
31vWyUyuazNsoWL1PuyrX2TxnUtvcVqgrZ,972255,612856,866341,154065
1EB8fLXxHmfA18J2cJFHhfR4MqNvCc8YGQ,812975,488661,694091,132488
1Kttuz7xqKcdZLyj7UzmeQ9XPpDfACj1vR,802793,504320,711552,144701
32hBCsqBBFWxKN3eD8S9sGGJZZUfXFCHvK,988550,622771,880479,154913
115vwHQcECmZM3mA4UjiWYgoDPhrRfkEKT,808216,493545,700277,136499
12cdWZyFgmhuj3mrvUhUjmVfjJ8duSG1Vt,859305,537201,759678,143544
123PJHVXPSWzdRWRb5TTp9echvUGy97t8N,813140,490922,696472,133805
128ExS7aSqucwmQ6AS9fPCqTmfiQWPNjnQ,806906,491245,696693,134742
32auxtf2n7oUngibup3Q8pQQv1w1RnVuFh,983120,618755,874827,154209
18hwMDa8yx41sv46UV5YE8mVkzHsrJWDGQ,793651,502259,705707,144864
329KEMMhhHQ4BPKAFdXgZrc7gT2Xdd5SBB,987677,621827,879201,154601
bc1qdd0wq0gtg55km72ry283k5rngxyr3rfjed9stk,795217,503800,714065,145661
bc1qaju6d3m8qepwq7ye5w6p3q5uh2r8teuz4607cs,795043,505265,710810,146072
bc1q3uk2fckzj9qvk2u9t50appwey6706pywx4d9ju,801781,500283,703720,140443
122Do256V2LoEXNKhPtvPmD4bRuf66zADn,808124,494383,700453,137195
114W8NxGQxB5khGNMqNbhZqPF7WqYSHpGP,812729,492313,699279,134712
18cL9pxb3yVq6yneSMMqn5zuazPT2zv8z5,806264,495195,701267,138517
126tj1wfKpG1wvamQVrt3Zg4f2mPHCPUux,794260,503191,711199,144410
bc1qaje5ncraxh5wq7hdxqdp2e3q82aak5hfxw595t,788204,501070,702915,145964
124aMSYFKdSMYU81CtFfsM3pR5wp1woFQj,806018,493258,699380,136437
1CMMWTNU1AHA9dZ7rEGDXJts6M5pzgh8H6,805080,493667,698759,137106
34MhNoGmDT4FJWgv2MotvCEY3HBMNvXxW6,790851,503519,706785,145336
121zfurLyQB6wLC85o7Gc8sjt3JYFckmMR,793461,503408,712253,145727
bc1qahaj5c0xu22w6zfzm24t4a56kt642tfmjwm6z4,792537,504839,708674,147323
123ZjrKr5xvY1L5T5ZCRtPfL5fR996aTeA,788723,501899,710191,145856
125XeUKS6jx2ZF5KCH8KjiSLWJNz6SiRLr,793014,485454,688058,136471
18hu9NEwPxixdWT4EFkPje5w2fNdnF4ybg,817499,487696,691226,128313
11pR4mrhSMAWmqyvMG3neZoWyUroN2LjC,803475,495749,704346,138997
18htSNDVUxVsCPvNFshkcNB1VBLuPTQ3TC,789190,502735,707891,146580
12293W2hC6qS1sHQpddcv1f5ARKnicVJkG,796644,500070,707365,143754
bc1qhr47fcks0lapum2z7aqzeu2ms2hggn0hptxuqe,820389,522234,736678,147252
126kxP1a8HDyJSUXVfpBFRD1X1L7euWGY4,791637,505076,715410,146238
1LDM7MdmimPdyKZLZnmJoRUqRcjHMsakkC,942247,584426,854739,145522
34m68pp95XgQbJZeSBuqbSC3NcpkJzENBb,785078,493304,678288,141173
18Htrx3X6s3yR5J4ScLrYSdSo8JbWzM8RL,989482,623005,887676,155412
124GVqx7tnccvdz4aQwJNeD4MCeDR8NBrC,813120,492072,698031,134317
18hzh7EWFXZAXp1LbFdH3y7U7mCATDQUL,963018,606773,854959,153179
1EzV5tqEAWeG5HwpN7ertPEbh3oo8xnDmN,803070,492933,698219,138320
bc1q5c0uxjp0ax0fjgunl49pw7rjuhlt4u4lx03dyl,795702,504416,706481,145024
18hZDpT5WvZvoqRX3Nw71WZPpmDt3pbhGX,785170,499149,693158,148967
125ApxFcvnMfcowTrcMirNnxLUkmp9Dya8,810888,491115,697277,134550
bc1qavrmcdt4cgammm93cxtlv5rc9nxw4f9gtfc6vu,792542,506911,714020,148922
125vxZaVKtYUHNvR8CKPhjJRsJZXgkZD99,809453,492556,699310,136081
18hZuNUdahUBJMa3EsusUG1m5wxAarcgoP,864937,548014,769028,149196
1481zKi344jiAWBG14XagCach9nSCxyuAU,805778,492334,696186,136550
34hz5eYWDdxKjj4YsN9pEcgwDfwX6Vwsrs,794358,506139,707974,146495
122pV1S8pUME7kmHsZwJKghsaBB6FnywhD,791644,504378,712903,146013
122vUvt8FxFdNsqfY41yDY95kRWDudxcSP,812192,492361,698415,135093
12byutpYf1xpH8fR4qBj4833x2t94rSr8X,787119,500550,706350,146592
114SQjQCDAabuFh2YjA3niMj1mh1uoLAGY,802001,496937,703418,140593
31nsD3pp3jRAJHH3U2MhUP2n3HimpJpfBk,985945,621174,878189,154767
126NS6AFgrUti4dMjS3vgfKyo7RZPzDGAD,808992,493351,700262,136310
321dmBS1wXJRCDVTVyjifvHjcw6GquMz77,973875,614142,868113,154347
bc1qahg32xtey2g4cq0hex9vn5gpl9k0hn4aa3nszv,793812,506199,713528,147809
114Xe6p5t3TvsTBHP4XMpYbMQpube38KPg,877000,554019,781784,149379
12LhH2Yn727uqkWYC4TnoJ5YFdgsY6ArUu,803357,499183,706225,140399
32jbK1YGnto3ou1BP9LaQeYtokv8uKUjYj,983433,619805,876211,154710
18HZwKiKccxN7Toy6rrRvbqMP7dhsW3shr,799949,509495,716197,147393
126mAvr7Nu9xLkBame4J4qy63GPX6dUQPT,797872,500128,709494,144175
13gMN3sJFxoLvoDzyGxq31sr4k9P2qqMDQ,794372,499245,701462,142132
bc1qajfp5ggkcle48pn6gkatt8k0x50yn22hlef9f7,808589,489187,691157,132897
bc1qaha42lxaedgs0vny5ety568k5fx00ql3pua23t,797624,508486,715271,147454
33vmjW3CFypzJxL86aXmVexhoaNZSqs4HC,798266,503871,703692,145243
bc1qahsmveke2yt5rurucmr7uxmqgj2txrjgvm8f0n,789116,501495,707300,145086
18hvuhpWYR6CeVUzwUTtwSJPg63hQ2s8kn,989484,623007,887674,155412
bc1qajf8yj5s02j4fer5xnn7ve908z3hsh2wrqwc5w,788939,502151,713803,145485
34LXc8CwqLse1924WDxaYDv67pu4BS6DVK,973776,613844,870286,153674
34LqAv8hb4FJa26NdnYiTAKhS72MamogDr,794488,506218,710229,147722
12xVptHoko74jNFkJC7PUJyiVafMF7eJkk,897349,566458,801960,149701
325Vkq8pdXmDo4LriRHzcSNmh9kEKFAPQG,990141,623747,881864,154996
32fLxWGNVLezpKLAobXji48bumVexrDe96,984516,620321,876950,154706
bc1qajtmpumh2j9js83h7r4erne62g39q5z2caqc4a,970037,610564,866130,152772
124Cc2qFgFP962nWXdH6dQJSG9hhZmWxUt,794292,502911,713669,144189
18HVMdHmDkD9ge3PM27SY5m6D3bxrV1kcu,989439,622967,887622,155413
321pEnptfZvZSjtpc7AMwB3jWM3L3F6QdJ,972722,612867,866280,153937
1225kvu2PdZDKqpdNKfFveyQk2zdME4JWv,805546,494414,700901,138208
34M5wprKxoETvTxPSfV7axYmM3pe2nCYeh,797338,489791,683390,136062
bc1qahp4clg7yc2xust4fjl6evqqj7j9scvxhr929f,790571,503722,703935,147759
327cpup2ksHoLiYKoZwBjrQeywgewev8mg,988223,622481,880107,154850
1266CiC4VYBagACvDbHh3RzbekRmkMRbjX,794283,503672,711047,146628
12hBxZ7mzn3LgT3SjCsS6yS4tVefPBWCPt,782778,496604,686029,143836
bc1qajk6a937ckpn9yscvqutxlu5k9da7xpu4u5n5c,795397,508203,714995,148087
125xgwsXKZiY6sFTGUDdANJ1bB7jhLZ9eX,790192,503436,711420,146172
18hTZskLvMKa5rAtEeigFfY4CqebSMCN2x,788546,500170,710403,144681
32FmZLhgBU8x1KxtBCimcsbTMWKXyiw3ik,797218,504595,713037,145984
bc1qaj304udrvf76ufm755r5kd22clnn93n575766c,813715,487916,691781,130476
18HXvwNqA3gD1AafZxs8WS2tNzgaxcWJwc,989268,623282,877966,154819
112amDzQ1qyMrvvgCvwUhVkBULZHv1CJCJ,794396,500559,707801,145640
bc1qahhrj69z2z8f4xsdcalsp4clqttyeru5e3x520,858462,544335,764671,148652
18hVExcrUeiTe7gCKYa8mfR7Nnw4tyKWnh,989484,623007,887678,155412
115budmsYZr3hDHyxvETeDsNdxthwaQjUU,793384,504700,713363,145347
161fYT2aWy5Ls6zq1c4iyYQuHkx9u3rT5S,980653,617948,873329,154579
15hbpgcARueGuxoHffMoqv8gLnsf9reg2j,805401,491864,695779,136204
34bwUG5uy6iP7pyXjTExvHEW8YRrLXa1zK,793842,503868,706085,144457
329UU2tpMWxnh7x5yi78Es69KUGknV8acT,985061,620731,877581,154770
bc1q7fppq0845ng9lj7ak65uejrn0zkvxx3k25a3eg,796619,503928,704578,143844
34md2fTPX1pneE7k7C6PDFtm7kwtbGYuPa,805959,487910,686021,133190
1AXUTu9y3H8w4wYx4BjyFWgRhZKDhmcMrn,878456,538260,758644,140630
12qyWVJL65VaKiUx1DFbCYckQcowXHGWs4,787231,501129,709508,145587
33RgWWeQvPAPEEdRxCHtydQLw5zUSHmRqv,814358,484530,689383,129817
bc1q7e6cr85jupdyqt4sa7vtfgue3n0ue6w8zyxs9g,795913,505628,707934,145434
1226jm11sUv9Sb3XfTSVm6odgtmKoM4mcc,795589,501093,709333,143097
18HVmx52Q4ZueWhVuEpKMJTxh3zshyum7U,797814,495957,704185,139131
18HtowgbqnTmwh9XoSbc2qkEgw2aCzhnqr,930763,587022,826376,151366
13D5fZbtBz79QWWo3EYVhDWzFd2Y32cXNh,793332,504091,711117,145491
116Ei2uhefa9G9xi7uyHuPWTp4SXXY1UuQ,807434,495433,703075,138035
18Hx9HVn9LNFVU6sUPZyY9aQAdLiBntkNC,788405,501607,697159,146394
31o2DCDK84mumRoDXcDekc5vUgMvEqLuSK,796308,505528,708128,146327
1BWG2fXTajNR7tfXsV1XASzewkSSBqtCPv,809344,486865,690287,132962
bc1qaj6qhqhuxszzry88uguqx8ek92adhxp2hvv20q,792860,507075,714699,148270
bc1qah8y3r932737ks0cw2a5appg2zrqxzxqhdrt4j,790698,503387,708706,146103
bc1qah64769my3x76fvv7vsv4aaz2v095d0auz99xd,978731,615234,869313,153418
34LQpxBTPVzpz2s58m1J7E4g7ai2XnHFkN,806971,488228,688903,133252
bc1ql27sfv5eeccf8emjvc9qvls26433fl5awwjul4,45079,28173,40251,8169
324xnHTdF234MfdvWB8WbJUiB4acb2E8NS,988376,622696,880384,154934
33LKAbnunimuQfv54v77b4EJGAghzbuJtU,792659,505460,712034,146581
31z8SXEayCvyvSWWF6cUmveq6ALjkSUudf,989950,623592,881662,154966
123qeC1kJgvzevTh6g9qq5crzLxSM9gznG,794048,499711,707493,144757
124n3HNCgKfSLwofsqP81e4ELhVQBNFVkB,794027,500596,708130,143205
32fE7HcFVnyRp8GKaVzxEqWvWFdBHQDpDx,796060,505754,709806,145529
34EWZnjWmBR7AZTtbpULuHUCUjt4WAHTjx,488197,305222,429500,89183
31wyfZaZ2UVTVFdSxMNC4vsxXWUhSc7TQQ,958268,604934,855037,153649
33zcVBWaYpo7PDgQsVS53CoVSsAaJxcJFy,794097,505143,709066,145896
125Nm1xrEzKU6zRHcGN7PbtpHhkc6gVzvT,274650,164225,235679,43955
1Jzp2JYvtJKdJyt394X8ctnGMZjv4Q2kWb,794058,506462,716738,145965
114fHwX5RvEnZoeuR75TqTyRqB3r2ZhmTE,792051,502632,711390,144989
35hkrsNGZfQCZ4MvUdKuqys8UnsPWtF2f3,813225,485451,690148,130474
bc1qahwc7jc4qq7aktsy9unq84uvcxj5g2gx0dmt0v,788237,493804,679827,140021
325vYJRGyYDfPHkmaEXVJxcpejtApaftds,989396,623236,881179,154935
32Hk7U2t6VJubhg8k4sZBWRaCutdTNPBrG,935953,591420,835707,152463
bc1q6rudm52xrve2jsw8ntecu9uugk9rqgamgwjwtz,795848,504587,706610,144000
bc1qah4cxgwyy032m8gvht7slamy44wkq3lvj9arvw,792487,506716,711282,147081
114P5qe2AANVYnZHwrcGk8uLST1xZC6ebw,859385,541842,769318,148263
123Ei54Tw1BFrN3KUPMeAGUmLaXMeAwk6R,789968,502684,711739,145925
1FbQQNLUfJsghXXG3aoRbkbFbVRfrbFnqg,797280,500785,707125,144135
34MDKfuTQQtLRfBbk2PAL38YJgpLkQ2pcX,783661,494467,678288,142047
126pbF6RLxVHDbvxXPgAqdSCFmiLXQHWT7,791520,504947,714640,146186
1136vmvTepX9H5FMZPNRPYuLQ8ynMq4ibv,795051,500712,711692,143704
18kU7wkQrZ4maQk4nnEn2Y7RuEJZx3F9wt,811357,491099,695318,133765
18HU9zQvoSZiKhvgnKS1CodCBTYLa6nc9d,989477,623000,887667,155412
1DeA27zE4wyD9jBKZbCKctKJJj6seJCYcV,810051,498448,706165,138972
12wyKUxDQQuVMr7L3L3jAfgSWSFEJk6bXk,811466,485629,688844,131560
13F3HimQgNL6Fya8M9feRoFRKzZNiPS7yU,808121,488612,692274,134536
122AVPaTB9AADLvHw2nfudVqLm2FQNc2uj,790421,500287,709063,144178
329gzjcbEw42NfC7BPi7wDRKuhkvtQkvxY,986998,621807,879103,154816
